survey,target,country,condition,arm,disambiguator,embedding_model,k_spec,k,captured_importance,oracle_acc,model_acc,random_acc,majority,value_over_random,cost_of_imperfect,error
asianbarometer,SE13a,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k10,10,0.0704,0.5513,0.2578,0.2642,0.2805,-0.0064,0.2935,
asianbarometer,SE13a,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,model,16,0.054,0.5474,0.3649,0.2924,0.2805,0.0725,0.1825,
asianbarometer,SE13a,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.0134,0.561,0.2331,0.2645,0.2805,-0.0314,0.3279,
asianbarometer,SE13a,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k10,10,0.0444,0.5513,0.2506,0.2642,0.2805,-0.0136,0.3007,
asianbarometer,level,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,model,5,0.5323,0.7201,0.6792,0.5438,0.5065,0.1354,0.0409,
asianbarometer,level,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.5323,0.7201,0.6792,0.5438,0.5065,0.1354,0.0409,
asianbarometer,level,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k10,5,0.5323,0.7201,0.6792,0.5438,0.5065,0.1354,0.0409,
asianbarometer,level,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,model,8,0.3291,0.7474,0.7006,0.5994,0.5065,0.1012,0.0468,
asianbarometer,level,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.1452,0.7201,0.663,0.5438,0.5065,0.1192,0.0571,
asianbarometer,level,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k10,8,0.3291,0.7474,0.7006,0.5994,0.5065,0.1012,0.0468,
asianbarometer,SE13a,Australia,unprompted,C,nemotron,all-roberta-large-v1,model,11,0.2914,0.3386,0.2455,0.2414,0.2414,0.0041,0.0931,
asianbarometer,SE13a,Australia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.2479,0.3559,0.2389,0.2361,0.2414,0.0028,0.117,
asianbarometer,SE13a,Australia,unprompted,C,nemotron,all-roberta-large-v1,k10,10,0.2963,0.3411,0.2529,0.2444,0.2414,0.0085,0.0882,
asianbarometer,SE13a,Australia,country_provided,C,nemotron,all-roberta-large-v1,model,8,0.583,0.3345,0.3739,0.2486,0.2414,0.1253,-0.0394,
asianbarometer,SE13a,Australia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.0165,0.3559,0.294,0.2361,0.2414,0.0579,0.0619,
asianbarometer,SE13a,Australia,country_provided,C,nemotron,all-roberta-large-v1,k10,8,0.583,0.3345,0.3739,0.2486,0.2414,0.1253,-0.0394,
asianbarometer,SE14a,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,model,12,0.3746,0.4977,0.4708,0.3724,0.3728,0.0984,0.0269,
asianbarometer,SE14a,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.4549,0.4644,0.47,0.3655,0.3728,0.1045,-0.0056,
asianbarometer,SE14a,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,k10,10,0.3817,0.4826,0.4589,0.3738,0.3728,0.0851,0.0237,
asianbarometer,SE14a,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,model,7,0.4982,0.5032,0.4589,0.3803,0.3728,0.0786,0.0443,
asianbarometer,SE14a,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.582,0.4644,0.4511,0.3655,0.3728,0.0856,0.0133,
asianbarometer,SE14a,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,k10,7,0.4982,0.5032,0.4589,0.3803,0.3728,0.0786,0.0443,
asianbarometer,SE13a,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,model,9,0.0524,0.3855,0.2749,0.3135,0.3618,-0.0386,0.1106,
asianbarometer,SE13a,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.0374,0.4107,0.3349,0.3415,0.3618,-0.0066,0.0758,
asianbarometer,SE13a,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,k10,9,0.0524,0.3855,0.2749,0.3135,0.3618,-0.0386,0.1106,
asianbarometer,SE13a,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,model,9,0.0202,0.3855,0.2875,0.3135,0.3618,-0.026,0.098,
asianbarometer,SE13a,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.0,0.4107,0.3191,0.3415,0.3618,-0.0224,0.0916,
asianbarometer,SE13a,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,k10,9,0.0202,0.3855,0.2875,0.3135,0.3618,-0.026,0.098,
asianbarometer,SE7a,Australia,unprompted,C,nemotron,all-roberta-large-v1,model,10,0.2338,0.5727,0.4709,0.5064,0.5226,-0.0355,0.1018,
asianbarometer,SE7a,Australia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.1896,0.5752,0.4273,0.5218,0.5226,-0.0945,0.1479,
asianbarometer,SE7a,Australia,unprompted,C,nemotron,all-roberta-large-v1,k10,10,0.2338,0.5727,0.4709,0.5064,0.5226,-0.0355,0.1018,
asianbarometer,SE7a,Australia,country_provided,C,nemotron,all-roberta-large-v1,model,8,0.1444,0.5703,0.4519,0.5,0.5226,-0.0481,0.1184,
asianbarometer,SE7a,Australia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.1529,0.5752,0.47,0.5218,0.5226,-0.0518,0.1052,
asianbarometer,SE7a,Australia,country_provided,C,nemotron,all-roberta-large-v1,k10,8,0.1444,0.5703,0.4519,0.5,0.5226,-0.0481,0.1184,
asianbarometer,SE2,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,model,3,0.0297,0.6751,0.6057,0.6175,0.6207,-0.0118,0.0694,
asianbarometer,SE2,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,k5,3,0.0297,0.6751,0.6057,0.6175,0.6207,-0.0118,0.0694,
asianbarometer,SE2,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,k10,3,0.0297,0.6751,0.6057,0.6175,0.6207,-0.0118,0.0694,
asianbarometer,SE2,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,model,3,0.4257,0.6751,0.6711,0.6175,0.6207,0.0536,0.004,
asianbarometer,SE2,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,k5,3,0.4257,0.6751,0.6711,0.6175,0.6207,0.0536,0.004,
asianbarometer,SE2,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,k10,3,0.4257,0.6751,0.6711,0.6175,0.6207,0.0536,0.004,
asianbarometer,SE2,Australia,unprompted,C,nemotron,all-roberta-large-v1,model,3,0.3871,0.5883,0.516,0.5118,0.5045,0.0042,0.0723,
asianbarometer,SE2,Australia,unprompted,C,nemotron,all-roberta-large-v1,k5,3,0.3871,0.5883,0.516,0.5118,0.5045,0.0042,0.0723,
asianbarometer,SE2,Australia,unprompted,C,nemotron,all-roberta-large-v1,k10,3,0.3871,0.5883,0.516,0.5118,0.5045,0.0042,0.0723,
asianbarometer,SE2,Australia,country_provided,C,nemotron,all-roberta-large-v1,model,5,0.3077,0.6048,0.5202,0.5262,0.5045,-0.006,0.0846,
asianbarometer,SE2,Australia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.3077,0.6048,0.5202,0.5262,0.5045,-0.006,0.0846,
asianbarometer,SE2,Australia,country_provided,C,nemotron,all-roberta-large-v1,k10,5,0.3077,0.6048,0.5202,0.5262,0.5045,-0.006,0.0846,
asianbarometer,SE14a,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,model,13,0.4215,0.4379,0.4053,0.3553,0.3735,0.05,0.0326,
asianbarometer,SE14a,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.5047,0.4066,0.4359,0.3609,0.3735,0.075,-0.0293,
asianbarometer,SE14a,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k10,10,0.4035,0.4223,0.3878,0.3534,0.3735,0.0344,0.0345,
asianbarometer,SE14a,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,model,10,0.2281,0.4223,0.3494,0.3534,0.3735,-0.004,0.0729,
asianbarometer,SE14a,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.1975,0.4066,0.3513,0.3609,0.3735,-0.0096,0.0553,
asianbarometer,SE14a,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k10,10,0.2281,0.4223,0.3494,0.3534,0.3735,-0.004,0.0729,
ess_wave_11,stfgov,Italy,unprompted,C,nemotron,all-roberta-large-v1,model,10,0.4588,0.3487,0.3089,0.1583,0.1634,0.1506,0.0398,
